# Final state angular momentum:   1
# Broadening parameter (in eV):    0.800
# Absorbing atom type (xiabs):   1
# Energy (eV)   sigma
  -10.00000000    0.01879966
   -9.95995996    0.01930961
   -9.91991992    0.01983043
   -9.87987988    0.02035929
   -9.83983984    0.02089250
   -9.79979980    0.02142549
   -9.75975976    0.02195288
   -9.71971972    0.02246861
   -9.67967968    0.02296621
   -9.63963964    0.02343901
   -9.59959960    0.02388060
   -9.55955956    0.02428516
   -9.51951952    0.02464792
   -9.47947948    0.02496551
   -9.43943944    0.02523627
   -9.39939940    0.02546044
   -9.35935936    0.02564021
   -9.31931932    0.02577961
   -9.27927928    0.02588431
   -9.23923924    0.02596126
   -9.19919920    0.02601837
   -9.15915916    0.02606404
   -9.11911912    0.02610685
   -9.07907908    0.02615517
   -9.03903904    0.02621695
   -8.99899900    0.02629947
   -8.95895896    0.02640927
   -8.91891892    0.02655206
   -8.87887888    0.02673270
   -8.83883884    0.02695524
   -8.79879880    0.02722292
   -8.75875876    0.02753822
   -8.71871872    0.02790296
   -8.67867868    0.02831826
   -8.63863864    0.02878464
   -8.59859860    0.02930203
   -8.55855856    0.02986981
   -8.51851852    0.03048684
   -8.47847848    0.03115147
   -8.43843844    0.03186165
   -8.39839840    0.03261493
   -8.35835836    0.03340862
   -8.31831832    0.03423986
   -8.27827828    0.03510580
   -8.23823824    0.03600376
   -8.19819820    0.03693141
   -8.15815816    0.03788693
   -8.11811812    0.03886915
   -8.07807808    0.03987757
   -8.03803804    0.04091238
   -7.99799800    0.04197426
   -7.95795796    0.04306419
   -7.91791792    0.04418306
   -7.87787788    0.04533123
   -7.83783784    0.04650812
   -7.79779780    0.04771167
   -7.75775776    0.04893795
   -7.71771772    0.05018075
   -7.67767768    0.05143145
   -7.63763764    0.05267885
   -7.59759760    0.05390941
   -7.55755756    0.05510751
   -7.51751752    0.05625611
   -7.47747748    0.05733744
   -7.43743744    0.05833400
   -7.39739740    0.05922957
   -7.35735736    0.06001022
   -7.31731732    0.06066523
   -7.27727728    0.06118784
   -7.23723724    0.06157562
   -7.19719720    0.06183065
   -7.15715716    0.06195923
   -7.11711712    0.06197140
   -7.07707708    0.06188019
   -7.03703704    0.06170072
   -6.99699700    0.06144926
   -6.95695696    0.06114233
   -6.91691692    0.06079584
   -6.87687688    0.06042444
   -6.83683684    0.06004103
   -6.79679680    0.05965645
   -6.75675676    0.05927938
   -6.71671672    0.05891645
   -6.67667668    0.05857250
   -6.63663664    0.05825092
   -6.59659660    0.05795408
   -6.55655656    0.05768378
   -6.51651652    0.05744159
   -6.47647648    0.05722909
   -6.43643644    0.05704796
   -6.39639640    0.05689995
   -6.35635636    0.05678656
   -6.31631632    0.05670879
   -6.27627628    0.05666665
   -6.23623624    0.05665871
   -6.19619620    0.05668170
   -6.15615616    0.05673021
   -6.11611612    0.05679646
   -6.07607608    0.05687033
   -6.03603604    0.05693957
   -5.99599600    0.05699021
   -5.95595596    0.05700725
   -5.91591592    0.05697540
   -5.87587588    0.05688014
   -5.83583584    0.05670864
   -5.79579580    0.05645076
   -5.75575576    0.05609984
   -5.71571572    0.05565324
   -5.67567568    0.05511263
   -5.63563564    0.05448383
   -5.59559560    0.05377647
   -5.55555556    0.05300332
   -5.51551552    0.05217941
   -5.47547548    0.05132120
   -5.43543544    0.05044563
   -5.39539540    0.04956939
   -5.35535536    0.04870826
   -5.31531532    0.04787662
   -5.27527528    0.04708716
   -5.23523524    0.04635067
   -5.19519520    0.04567605
   -5.15515516    0.04507029
   -5.11511512    0.04453862
   -5.07507508    0.04408459
   -5.03503504    0.04371031
   -4.99499499    0.04341653
   -4.95495495    0.04320286
   -4.91491491    0.04306791
   -4.87487487    0.04300944
   -4.83483483    0.04302450
   -4.79479479    0.04310957
   -4.75475475    0.04326063
   -4.71471471    0.04347324
