# Final state angular momentum:   1
# Broadening parameter (in eV):    0.800
# Absorbing atom type (xiabs):   1
# Energy (eV)   sigma
  -10.00000000    0.00952412
   -9.95995996    0.00975642
   -9.91991992    0.00999578
   -9.87987988    0.01024252
   -9.83983984    0.01049708
   -9.79979980    0.01076006
   -9.75975976    0.01103216
   -9.71971972    0.01131422
   -9.67967968    0.01160717
   -9.63963964    0.01191199
   -9.59959960    0.01222972
   -9.55955956    0.01256140
   -9.51951952    0.01290801
   -9.47947948    0.01327054
   -9.43943944    0.01364987
   -9.39939940    0.01404683
   -9.35935936    0.01446217
   -9.31931932    0.01489657
   -9.27927928    0.01535067
   -9.23923924    0.01582503
   -9.19919920    0.01632018
   -9.15915916    0.01683659
   -9.11911912    0.01737467
   -9.07907908    0.01793471
   -9.03903904    0.01851682
   -8.99899900    0.01912089
   -8.95895896    0.01974642
   -8.91891892    0.02039246
   -8.87887888    0.02105745
   -8.83883884    0.02173907
   -8.79879880    0.02243418
   -8.75875876    0.02313868
   -8.71871872    0.02384747
   -8.67867868    0.02455448
   -8.63863864    0.02525271
   -8.59859860    0.02593444
   -8.55855856    0.02659146
   -8.51851852    0.02721541
   -8.47847848    0.02779826
   -8.43843844    0.02833269
   -8.39839840    0.02881264
   -8.35835836    0.02923375
   -8.31831832    0.02959366
   -8.27827828    0.02989234
   -8.23823824    0.03013206
   -8.19819820    0.03031741
   -8.15815816    0.03045501
   -8.11811812    0.03055315
   -8.07807808    0.03062141
   -8.03803804    0.03067012
   -7.99799800    0.03070997
   -7.95795796    0.03075158
   -7.91791792    0.03080519
   -7.87787788    0.03088039
   -7.83783784    0.03098600
   -7.79779780    0.03112996
   -7.75775776    0.03131932
   -7.71771772    0.03156029
   -7.67767768    0.03185825
   -7.63763764    0.03221789
   -7.59759760    0.03264321
   -7.55755756    0.03313766
   -7.51751752    0.03370417
   -7.47747748    0.03434515
   -7.43743744    0.03506258
   -7.39739740    0.03585794
   -7.35735736    0.03673218
   -7.31731732    0.03768569
   -7.27727728    0.03871817
   -7.23723724    0.03982858
   -7.19719720    0.04101496
   -7.15715716    0.04227436
   -7.11711712    0.04360265
   -7.07707708    0.04499447
   -7.03703704    0.04644309
   -6.99699700    0.04794034
   -6.95695696    0.04947664
   -6.91691692    0.05104098
   -6.87687688    0.05262101
   -6.83683684    0.05420318
   -6.79679680    0.05577289
   -6.75675676    0.05731472
   -6.71671672    0.05881272
   -6.67667668    0.06025072
   -6.63663664    0.06161277
   -6.59659660    0.06288361
   -6.55655656    0.06404931
   -6.51651652    0.06509791
   -6.47647648    0.06602020
   -6.43643644    0.06681038
   -6.39639640    0.06746666
   -6.35635636    0.06799166
   -6.31631632    0.06839253
   -6.27627628    0.06868069
   -6.23623624    0.06887133
   -6.19619620    0.06898253
   -6.15615616    0.06903425
   -6.11611612    0.06904716
   -6.07607608    0.06904149
   -6.03603604    0.06903599
   -5.99599600    0.06904693
   -5.95595596    0.06908744
   -5.91591592    0.06916689
   -5.87587588    0.06929056
   -5.83583584    0.06945943
   -5.79579580    0.06967018
   -5.75575576    0.06991531
   -5.71571572    0.07018345
   -5.67567568    0.07045987
   -5.63563564    0.07072711
   -5.59559560    0.07096590
   -5.55555556    0.07115621
   -5.51551552    0.07127847
   -5.47547548    0.07131485
   -5.43543544    0.07125053
   -5.39539540    0.07107485
   -5.35535536    0.07078210
   -5.31531532    0.07037210
   -5.27527528    0.06985018
   -5.23523524    0.06922688
   -5.19519520    0.06851721
   -5.15515516    0.06773962
   -5.11511512    0.06691484
   -5.07507508    0.06606470
   -5.03503504    0.06521096
   -4.99499499    0.06437436
   -4.95495495    0.06357381
   -4.91491491    0.06282581
   -4.87487487    0.06214408
   -4.83483483    0.06153928
   -4.79479479    0.06101900
   -4.75475475    0.06058768
   -4.71471471    0.06024674
   -4.67467467    0.05999467
   -4.63463463    0.05982727
   -4.59459459    0.05973784
   -4.55455455    0.05971749
   -4.51451451    0.05975550
   -4.47447447    0.05983980
   -4.43443443    0.05995745
   -4.39439439    0.06009520
   -4.35435435    0.06024015
   -4.31431431    0.06038025
   -4.27427427    0.06050488
   -4.23423423    0.06060515
   -4.19419419    0.06067415
   -4.15415415    0.06070697
   -4.11411411    0.06070050
   -4.07407407    0.06065323
   -4.03403403    0.06056483
   -3.99399399    0.06043584
   -3.95395395    0.06026739
   -3.91391391    0.06006102
   -3.87387387    0.05981867
   -3.83383383    0.05954276
   -3.79379379    0.05923631
   -3.75375375    0.05890310
   -3.71371371    0.05854778
   -3.67367367    0.05817584
   -3.63363363    0.05779346
   -3.59359359    0.05740726
   -3.55355355    0.05702382
   -3.51351351    0.05664930
   -3.47347347    0.05628890
   -3.43343343    0.05594643
   -3.39339339    0.05562398
   -3.35335335    0.05532171
   -3.31331331    0.05503777
   -3.27327327    0.05476848
   -3.23323323    0.05450852
   -3.19319319    0.05425138
   -3.15315315    0.05398985
   -3.11311311    0.05371651
   -3.07307307    0.05342427
   -3.03303303    0.05310677
   -2.99299299    0.05275864
   -2.95295295    0.05237567
   -2.91291291    0.05195474
   -2.87287287    0.05149367
   -2.83283283    0.05099097
   -2.79279279    0.05044558
   -2.75275275    0.04985664
   -2.71271271    0.04922342
   -2.67267267    0.04854526
   -2.63263263    0.04782178
