# Final state angular momentum:   1
# Broadening parameter (in eV):    0.800
# Absorbing atom type (xiabs):   1
# Energy (eV)   sigma
  -10.00000000    0.00435929
   -9.95995996    0.00441446
   -9.91991992    0.00447108
   -9.87987988    0.00452917
   -9.83983984    0.00458878
   -9.79979980    0.00464995
   -9.75975976    0.00471272
   -9.71971972    0.00477716
   -9.67967968    0.00484331
   -9.63963964    0.00491123
   -9.59959960    0.00498099
   -9.55955956    0.00505265
   -9.51951952    0.00512628
   -9.47947948    0.00520194
   -9.43943944    0.00527970
   -9.39939940    0.00535965
   -9.35935936    0.00544186
   -9.31931932    0.00552640
   -9.27927928    0.00561336
   -9.23923924    0.00570282
   -9.19919920    0.00579486
   -9.15915916    0.00588958
   -9.11911912    0.00598704
   -9.07907908    0.00608735
   -9.03903904    0.00619060
   -8.99899900    0.00629686
   -8.95895896    0.00640624
   -8.91891892    0.00651881
   -8.87887888    0.00663468
   -8.83883884    0.00675394
   -8.79879880    0.00687667
   -8.75875876    0.00700297
   -8.71871872    0.00713295
   -8.67867868    0.00726670
   -8.63863864    0.00740435
   -8.59859860    0.00754600
   -8.55855856    0.00769181
   -8.51851852    0.00784193
   -8.47847848    0.00799651
   -8.43843844    0.00815576
   -8.39839840    0.00831989
   -8.35835836    0.00848912
   -8.31831832    0.00866371
   -8.27827828    0.00884392
   -8.23823824    0.00903004
   -8.19819820    0.00922236
   -8.15815816    0.00942119
   -8.11811812    0.00962686
   -8.07807808    0.00983968
   -8.03803804    0.01006002
   -7.99799800    0.01028821
   -7.95795796    0.01052463
   -7.91791792    0.01076966
   -7.87787788    0.01102372
   -7.83783784    0.01128724
   -7.79779780    0.01156069
   -7.75775776    0.01184457
   -7.71771772    0.01213943
   -7.67767768    0.01244586
   -7.63763764    0.01276449
   -7.59759760    0.01309601
   -7.55755756    0.01344115
   -7.51751752    0.01380071
   -7.47747748    0.01417552
   -7.43743744    0.01456646
   -7.39739740    0.01497450
   -7.35735736    0.01540062
   -7.31731732    0.01584591
   -7.27727728    0.01631148
   -7.23723724    0.01679852
   -7.19719720    0.01730832
   -7.15715716    0.01784222
   -7.11711712    0.01840165
   -7.07707708    0.01898814
   -7.03703704    0.01960332
   -6.99699700    0.02024891
   -6.95695696    0.02092675
   -6.91691692    0.02163879
   -6.87687688    0.02238710
   -6.83683684    0.02317386
   -6.79679680    0.02400138
   -6.75675676    0.02487211
   -6.71671672    0.02578863
   -6.67667668    0.02675364
   -6.63663664    0.02777000
   -6.59659660    0.02884072
   -6.55655656    0.02996897
   -6.51651652    0.03115811
   -6.47647648    0.03241168
   -6.43643644    0.03373342
   -6.39639640    0.03512732
   -6.35635636    0.03659761
   -6.31631632    0.03814875
   -6.27627628    0.03978549
   -6.23623624    0.04151283
   -6.19619620    0.04333597
   -6.15615616    0.04526029
   -6.11611612    0.04729126
   -6.07607608    0.04943436
   -6.03603604    0.05169490
   -5.99599600    0.05407792
   -5.95595596    0.05658797
   -5.91591592    0.05922887
   -5.87587588    0.06200353
   -5.83583584    0.06491356
   -5.79579580    0.06795905
   -5.75575576    0.07113806
   -5.71571572    0.07444627
   -5.67567568    0.07787642
   -5.63563564    0.08141775
   -5.59559560    0.08505536
   -5.55555556    0.08876963
   -5.51551552    0.09253562
   -5.47547548    0.09632264
   -5.43543544    0.10009400
   -5.39539540    0.10380718
   -5.35535536    0.10741431
   -5.31531532    0.11086334
   -5.27527528    0.11409969
   -5.23523524    0.11706843
   -5.19519520    0.11971702
   -5.15515516    0.12199816
   -5.11511512    0.12387271
   -5.07507508    0.12531214
   -5.03503504    0.12630041
   -4.99499499    0.12683480
   -4.95495495    0.12692575
   -4.91491491    0.12659556
   -4.87487487    0.12587625
   -4.83483483    0.12480672
   -4.79479479    0.12342974
   -4.75475475    0.12178887
   -4.71471471    0.11992587
   -4.67467467    0.11787868
   -4.63463463    0.11568010
   -4.59459459    0.11335727
   -4.55455455    0.11093176
   -4.51451451    0.10842025
   -4.47447447    0.10583554
   -4.43443443    0.10318777
   -4.39439439    0.10048558
   -4.35435435    0.09773712
   -4.31431431    0.09495086
   -4.27427427    0.09213605
   -4.23423423    0.08930287
   -4.19419419    0.08646245
   -4.15415415    0.08362657
   -4.11411411    0.08080737
   -4.07407407    0.07801694
   -4.03403403    0.07526694
   -3.99399399    0.07256828
   -3.95395395    0.06993079
   -3.91391391    0.06736302
   -3.87387387    0.06487208
   -3.83383383    0.06246358
   -3.79379379    0.06014165
   -3.75375375    0.05790899
   -3.71371371    0.05576704
   -3.67367367    0.05371613
   -3.63363363    0.05175574
   -3.59359359    0.04988463
   -3.55355355    0.04810113
   -3.51351351    0.04640327
   -3.47347347    0.04478890
   -3.43343343    0.04325585
   -3.39339339    0.04180192
   -3.35335335    0.04042497
   -3.31331331    0.03912291
   -3.27327327    0.03789369
   -3.23323323    0.03673529
   -3.19319319    0.03564571
   -3.15315315    0.03462297
   -3.11311311    0.03366512
   -3.07307307    0.03277020
   -3.03303303    0.03193629
   -2.99299299    0.03116153
   -2.95295295    0.03044410
   -2.91291291    0.02978224
   -2.87287287    0.02917429
   -2.83283283    0.02861870
   -2.79279279    0.02811399
   -2.75275275    0.02765884
   -2.71271271    0.02725202
   -2.67267267    0.02689243
   -2.63263263    0.02657911
   -2.59259259    0.02631119
   -2.55255255    0.02608794
   -2.51251251    0.02590874
   -2.47247247    0.02577306
   -2.43243243    0.02568046
   -2.39239239    0.02563059
   -2.35235235    0.02562319
   -2.31231231    0.02565804
   -2.27227227    0.02573499
   -2.23223223    0.02585397
   -2.19219219    0.02601494
   -2.15215215    0.02621794
   -2.11211211    0.02646306
   -2.07207207    0.02675049
   -2.03203203    0.02708042
   -1.99199199    0.02745314
   -1.95195195    0.02786891
   -1.91191191    0.02832796
   -1.87187187    0.02883034
   -1.83183183    0.02937588
   -1.79179179    0.02996396
   -1.75175175    0.03059339
   -1.71171171    0.03126214
   -1.67167167    0.03196713
   -1.63163163    0.03270400
   -1.59159159    0.03346689
   -1.55155155    0.03424817
   -1.51151151    0.03503836
   -1.47147147    0.03582602
   -1.43143143    0.03659778
   -1.39139139    0.03733850
   -1.35135135    0.03803164
   -1.31131131    0.03865976
   -1.27127127    0.03920519
   -1.23123123    0.03965089
   -1.19119119    0.03998137
   -1.15115115    0.04018362
   -1.11111111    0.04024799
   -1.07107107    0.04016882
   -1.03103103    0.03994486
   -0.99099099    0.03957934
   -0.95095095    0.03907975
   -0.91091091    0.03845723
   -0.87087087    0.03772585
   -0.83083083    0.03690170
   -0.79079079    0.03600192
   -0.75075075    0.03504386
   -0.71071071    0.03404431
   -0.67067067    0.03301890
   -0.63063063    0.03198175
   -0.59059059    0.03094515
   -0.55055055    0.02991951
   -0.51051051    0.02891341
   -0.47047047    0.02793365
   -0.43043043    0.02698549
   -0.39039039    0.02607278
   -0.35035035    0.02519820
   -0.31031031    0.02436343
   -0.27027027    0.02356936
   -0.23023023    0.02281626
   -0.19019019    0.02210386
   -0.15015015    0.02143153
   -0.11011011    0.02079834
   -0.07007007    0.02020318
   -0.03003003    0.01964477
    0.01001001    0.01912174
    0.05005005    0.01863269
    0.09009009    0.01817619
    0.13013013    0.01775081
    0.17017017    0.01735516
    0.21021021    0.01698790
    0.25025025    0.01664772
    0.29029029    0.01633339
    0.33033033    0.01604374
    0.37037037    0.01577767
    0.41041041    0.01553415
    0.45045045    0.01531220
    0.49049049    0.01511093
    0.53053053    0.01492950
    0.57057057    0.01476713
    0.61061061    0.01462310
    0.65065065    0.01449674
    0.69069069    0.01438742
    0.73073073    0.01429457
    0.77077077    0.01421766
    0.81081081    0.01415619
    0.85085085    0.01410972
    0.89089089    0.01407787
    0.93093093    0.01406029
    0.97097097    0.01405670
    1.01101101    0.01406692
    1.05105105    0.01409082
    1.09109109    0.01412838
    1.13113113    0.01417968
    1.17117117    0.01424489
    1.21121121    0.01432432
    1.25125125    0.01441835
    1.29129129    0.01452748
    1.33133133    0.01465230
    1.37137137    0.01479345
    1.41141141    0.01495168
    1.45145145    0.01512775
    1.49149149    0.01532249
    1.53153153    0.01553675
    1.57157157    0.01577137
    1.61161161    0.01602722
    1.65165165    0.01630513
    1.69169169    0.01660591
    1.73173173    0.01693031
    1.77177177    0.01727900
    1.81181181    0.01765254
    1.85185185    0.01805135
    1.89189189    0.01847569
    1.93193193    0.01892555
    1.97197197    0.01940069
    2.01201201    0.01990051
    2.05205205    0.02042405
    2.09209209    0.02096991
    2.13213213    0.02153619
    2.17217217    0.02212048
    2.21221221    0.02271980
    2.25225225    0.02333058
    2.29229229    0.02394865
    2.33233233    0.02456923
    2.37237237    0.02518699
    2.41241241    0.02579610
    2.45245245    0.02639031
    2.49249249    0.02696312
    2.53253253    0.02750794
    2.57257257    0.02801838
    2.61261261    0.02848855
    2.65265265    0.02891338
    2.69269269    0.02928899
    2.73273273    0.02961305
    2.77277277    0.02988496
    2.81281281    0.03010609
    2.85285285    0.03027976
    2.89289289    0.03041116
    2.93293293    0.03050708
    2.97297297    0.03057561
    3.01301301    0.03062573
    3.05305305    0.03066687
    3.09309309    0.03070855
    3.13313313    0.03076000
    3.17317317    0.03082992
    3.21321321    0.03092620
    3.25325325    0.03105584
    3.29329329    0.03122485
    3.33333333    0.03143819
    3.37337337    0.03169978
    3.41341341    0.03201249
    3.45345345    0.03237816
    3.49349349    0.03279764
    3.53353353    0.03327072
    3.57357357    0.03379621
    3.61361361    0.03437194
    3.65365365    0.03499474
    3.69369369    0.03566052
    3.73373373    0.03636434
    3.77377377    0.03710060
    3.81381381    0.03786317
    3.85385385    0.03864574
    3.89389389    0.03944211
    3.93393393    0.04024663
    3.97397397    0.04105457
    4.01401401    0.04186256
    4.05405405    0.04266889
    4.09409409    0.04347377
    4.13413413    0.04427939
    4.17417417    0.04508986
    4.21421421    0.04591096
    4.25425425    0.04674976
    4.29429429    0.04761410
    4.33433433    0.04851207
    4.37437437    0.04945136
    4.41441441    0.05043870
    4.45445445    0.05147934
    4.49449449    0.05257654
    4.53453453    0.05373116
    4.57457457    0.05494140
    4.61461461    0.05620251
    4.65465465    0.05750677
    4.69469469    0.05884344
    4.73473473    0.06019904
    4.77477477    0.06155766
    4.81481481    0.06290153
    4.85485485    0.06421176
    4.89489489    0.06546915
    4.93493493    0.06665523
    4.97497497    0.06775312
    5.01501502    0.06874843
    5.05505506    0.06962983
