# Final state angular momentum:   1
# Broadening parameter (in eV):    1.000
# Absorbing atom type (xiabs):   1
# Energy (eV)   sigma
  -10.00000000    0.02310600
   -9.95995996    0.02297768
   -9.91991992    0.02287018
   -9.87987988    0.02278296
   -9.83983984    0.02271529
   -9.79979980    0.02266628
   -9.75975976    0.02263488
   -9.71971972    0.02261992
   -9.67967968    0.02262015
   -9.63963964    0.02263421
   -9.59959960    0.02266065
   -9.55955956    0.02269800
   -9.51951952    0.02274467
   -9.47947948    0.02279907
   -9.43943944    0.02285953
   -9.39939940    0.02292435
   -9.35935936    0.02299182
   -9.31931932    0.02306021
   -9.27927928    0.02312783
   -9.23923924    0.02319306
   -9.19919920    0.02325436
   -9.15915916    0.02331037
   -9.11911912    0.02335992
   -9.07907908    0.02340204
   -9.03903904    0.02343606
   -8.99899900    0.02346159
   -8.95895896    0.02347856
   -8.91891892    0.02348721
   -8.87887888    0.02348808
   -8.83883884    0.02348204
   -8.79879880    0.02347023
   -8.75875876    0.02345405
   -8.71871872    0.02343514
   -8.67867868    0.02341535
   -8.63863864    0.02339670
   -8.59859860    0.02338136
   -8.55855856    0.02337159
   -8.51851852    0.02336973
   -8.47847848    0.02337812
   -8.43843844    0.02339914
   -8.39839840    0.02343509
   -8.35835836    0.02348820
   -8.31831832    0.02356060
   -8.27827828    0.02365430
   -8.23823824    0.02377114
   -8.19819820    0.02391279
   -8.15815816    0.02408077
   -8.11811812    0.02427635
   -8.07807808    0.02450066
   -8.03803804    0.02475457
   -7.99799800    0.02503877
   -7.95795796    0.02535370
   -7.91791792    0.02569961
   -7.87787788    0.02607647
   -7.83783784    0.02648403
   -7.79779780    0.02692178
   -7.75775776    0.02738893
   -7.71771772    0.02788439
   -7.67767768    0.02840678
   -7.63763764    0.02895438
   -7.59759760    0.02952509
   -7.55755756    0.03011643
   -7.51751752    0.03072550
   -7.47747748    0.03134892
   -7.43743744    0.03198285
   -7.39739740    0.03262292
   -7.35735736    0.03326423
   -7.31731732    0.03390136
   -7.27727728    0.03452842
   -7.23723724    0.03513907
   -7.19719720    0.03572666
   -7.15715716    0.03628431
   -7.11711712    0.03680515
