# Final state angular momentum:   1
# Broadening parameter (in eV):    1.500
# Absorbing atom type (xiabs):   1
# Energy (eV)   sigma
  -10.00000000    0.02024488
   -9.95995996    0.02054884
   -9.91991992    0.02085415
   -9.87987988    0.02116051
   -9.83983984    0.02146766
   -9.79979980    0.02177532
   -9.75975976    0.02208326
   -9.71971972    0.02239129
   -9.67967968    0.02269922
   -9.63963964    0.02300692
   -9.59959960    0.02331431
   -9.55955956    0.02362135
   -9.51951952    0.02392805
   -9.47947948    0.02423448
   -9.43943944    0.02454077
   -9.39939940    0.02484711
   -9.35935936    0.02515377
   -9.31931932    0.02546106
   -9.27927928    0.02576936
   -9.23923924    0.02607911
   -9.19919920    0.02639079
   -9.15915916    0.02670496
   -9.11911912    0.02702217
   -9.07907908    0.02734306
   -9.03903904    0.02766824
   -8.99899900    0.02799836
   -8.95895896    0.02833406
   -8.91891892    0.02867599
   -8.87887888    0.02902475
   -8.83883884    0.02938091
   -8.79879880    0.02974502
   -8.75875876    0.03011754
   -8.71871872    0.03049889
   -8.67867868    0.03088940
   -8.63863864    0.03128932
   -8.59859860    0.03169882
   -8.55855856    0.03211795
   -8.51851852    0.03254669
   -8.47847848    0.03298488
   -8.43843844    0.03343228
   -8.39839840    0.03388854
   -8.35835836    0.03435319
   -8.31831832    0.03482568
   -8.27827828    0.03530534
   -8.23823824    0.03579140
   -8.19819820    0.03628303
   -8.15815816    0.03677930
   -8.11811812    0.03727921
   -8.07807808    0.03778169
   -8.03803804    0.03828563
   -7.99799800    0.03878986
   -7.95795796    0.03929319
   -7.91791792    0.03979440
   -7.87787788    0.04029225
   -7.83783784    0.04078548
   -7.79779780    0.04127286
   -7.75775776    0.04175313
   -7.71771772    0.04222508
   -7.67767768    0.04268748
   -7.63763764    0.04313916
   -7.59759760    0.04357897
   -7.55755756    0.04400578
   -7.51751752    0.04441853
   -7.47747748    0.04481620
   -7.43743744    0.04519783
   -7.39739740    0.04556252
   -7.35735736    0.04590948
   -7.31731732    0.04623799
   -7.27727728    0.04654744
   -7.23723724    0.04683734
