# Final state angular momentum:   1
# Broadening parameter (in eV):    1.000
# Absorbing atom type (xiabs):   1
# Energy (eV)   sigma
  -10.00000000    0.01932107
   -9.95995996    0.01973468
   -9.91991992    0.02015091
   -9.87987988    0.02056804
   -9.83983984    0.02098413
   -9.79979980    0.02139707
   -9.75975976    0.02180460
   -9.71971972    0.02220439
   -9.67967968    0.02259415
   -9.63963964    0.02297167
   -9.59959960    0.02333497
   -9.55955956    0.02368237
   -9.51951952    0.02401264
   -9.47947948    0.02432502
   -9.43943944    0.02461937
   -9.39939940    0.02489613
   -9.35935936    0.02515639
   -9.31931932    0.02540184
   -9.27927928    0.02563475
   -9.23923924    0.02585787
   -9.19919920    0.02607437
   -9.15915916    0.02628770
   -9.11911912    0.02650152
   -9.07907908    0.02671954
   -9.03903904    0.02694550
   -8.99899900    0.02718298
   -8.95895896    0.02743541
   -8.91891892    0.02770594
   -8.87887888    0.02799746
   -8.83883884    0.02831249
   -8.79879880    0.02865321
   -8.75875876    0.02902142
   -8.71871872    0.02941856
   -8.67867868    0.02984569
   -8.63863864    0.03030350
   -8.59859860    0.03079232
   -8.55855856    0.03131218
   -8.51851852    0.03186277
   -8.47847848    0.03244352
   -8.43843844    0.03305364
   -8.39839840    0.03369213
   -8.35835836    0.03435783
   -8.31831832    0.03504950
   -8.27827828    0.03576582
   -8.23823824    0.03650549
   -8.19819820    0.03726717
   -8.15815816    0.03804960
   -8.11811812    0.03885150
   -8.07807808    0.03967161
   -8.03803804    0.04050862
   -7.99799800    0.04136110
   -7.95795796    0.04222741
   -7.91791792    0.04310561
   -7.87787788    0.04399335
   -7.83783784    0.04488775
   -7.79779780    0.04578537
   -7.75775776    0.04668209
   -7.71771772    0.04757312
   -7.67767768    0.04845301
   -7.63763764    0.04931573
   -7.59759760    0.05015478
   -7.55755756    0.05096339
   -7.51751752    0.05173469
   -7.47747748    0.05246202
   -7.43743744    0.05313915
   -7.39739740    0.05376058
   -7.35735736    0.05432176
   -7.31731732    0.05481933
   -7.27727728    0.05525123
   -7.23723724    0.05561679
   -7.19719720    0.05591672
   -7.15715716    0.05615306
   -7.11711712    0.05632897
   -7.07707708    0.05644860
   -7.03703704    0.05651684
   -6.99699700    0.05653904
   -6.95695696    0.05652086
   -6.91691692    0.05646799
   -6.87687688    0.05638605
   -6.83683684    0.05628043
   -6.79679680    0.05615622
   -6.75675676    0.05601816
   -6.71671672    0.05587067
   -6.67667668    0.05571778
   -6.63663664    0.05556320
   -6.59659660    0.05541028
   -6.55655656    0.05526200
   -6.51651652    0.05512093
   -6.47647648    0.05498917
   -6.43643644    0.05486829
   -6.39639640    0.05475922
   -6.35635636    0.05466218
   -6.31631632    0.05457663
   -6.27627628    0.05450118
   -6.23623624    0.05443358
   -6.19619620    0.05437078
   -6.15615616    0.05430893
   -6.11611612    0.05424354
   -6.07607608    0.05416965
   -6.03603604    0.05408198
   -5.99599600    0.05397523
   -5.95595596    0.05384427
   -5.91591592    0.05368447
   -5.87587588    0.05349192
   -5.83583584    0.05326362
   -5.79579580    0.05299773
   -5.75575576    0.05269358
   -5.71571572    0.05235181
   -5.67567568    0.05197428
   -5.63563564    0.05156402
   -5.59559560    0.05112504
   -5.55555556    0.05066223
   -5.51551552    0.05018104
   -5.47547548    0.04968737
   -5.43543544    0.04918730
   -5.39539540    0.04868692
   -5.35535536    0.04819218
   -5.31531532    0.04770876
   -5.27527528    0.04724199
   -5.23523524    0.04679674
   -5.19519520    0.04637745
   -5.15515516    0.04598805
   -5.11511512    0.04563198
   -5.07507508    0.04531218
   -5.03503504    0.04503107
   -4.99499499    0.04479055
   -4.95495495    0.04459201
   -4.91491491    0.04443627
   -4.87487487    0.04432359
   -4.83483483    0.04425361
   -4.79479479    0.04422536
   -4.75475475    0.04423719
   -4.71471471    0.04428678
   -4.67467467    0.04437111
   -4.63463463    0.04448649
   -4.59459459    0.04462851
   -4.55455455    0.04479216
   -4.51451451    0.04497185
   -4.47447447    0.04516150
   -4.43443443    0.04535467
   -4.39439439    0.04554472
   -4.35435435    0.04572497
   -4.31431431    0.04588888
   -4.27427427    0.04603026
   -4.23423423    0.04614346
   -4.19419419    0.04622353
   -4.15415415    0.04626636
   -4.11411411    0.04626881
   -4.07407407    0.04622873
   -4.03403403    0.04614499
   -3.99399399    0.04601742
   -3.95395395    0.04584671
   -3.91391391    0.04563430
   -3.87387387    0.04538228
   -3.83383383    0.04509319
   -3.79379379    0.04476995
   -3.75375375    0.04441570
   -3.71371371    0.04403377
   -3.67367367    0.04362760
   -3.63363363    0.04320070
   -3.59359359    0.04275666
