# Final state angular momentum:   1
# Broadening parameter (in eV):    1.500
# Absorbing atom type (xiabs):   1
# Energy (eV)   sigma
  -10.00000000    0.01369017
   -9.95995996    0.01393264
   -9.91991992    0.01418080
   -9.87987988    0.01443474
   -9.83983984    0.01469454
   -9.79979980    0.01496027
   -9.75975976    0.01523200
   -9.71971972    0.01550979
   -9.67967968    0.01579370
   -9.63963964    0.01608376
   -9.59959960    0.01638001
   -9.55955956    0.01668246
   -9.51951952    0.01699112
   -9.47947948    0.01730598
   -9.43943944    0.01762701
   -9.39939940    0.01795415
   -9.35935936    0.01828732
   -9.31931932    0.01862643
   -9.27927928    0.01897133
   -9.23923924    0.01932187
   -9.19919920    0.01967785
   -9.15915916    0.02003903
   -9.11911912    0.02040515
   -9.07907908    0.02077590
   -9.03903904    0.02115096
   -8.99899900    0.02152993
   -8.95895896    0.02191243
   -8.91891892    0.02229801
   -8.87887888    0.02268624
   -8.83883884    0.02307664
   -8.79879880    0.02346874
   -8.75875876    0.02386206
   -8.71871872    0.02425615
   -8.67867868    0.02465055
   -8.63863864    0.02504486
   -8.59859860    0.02543872
   -8.55855856    0.02583181
   -8.51851852    0.02622390
   -8.47847848    0.02661480
   -8.43843844    0.02700444
   -8.39839840    0.02739283
   -8.35835836    0.02778006
   -8.31831832    0.02816635
   -8.27827828    0.02855199
   -8.23823824    0.02893739
   -8.19819820    0.02932304
   -8.15815816    0.02970953
   -8.11811812    0.03009752
   -8.07807808    0.03048774
   -8.03803804    0.03088097
   -7.99799800    0.03127804
   -7.95795796    0.03167979
   -7.91791792    0.03208707
   -7.87787788    0.03250075
   -7.83783784    0.03292165
   -7.79779780    0.03335055
   -7.75775776    0.03378820
   -7.71771772    0.03423527
   -7.67767768    0.03469233
   -7.63763764    0.03515989
   -7.59759760    0.03563833
   -7.55755756    0.03612794
   -7.51751752    0.03662886
   -7.47747748    0.03714114
   -7.43743744    0.03766466
   -7.39739740    0.03819919
   -7.35735736    0.03874435
   -7.31731732    0.03929963
   -7.27727728    0.03986436
   -7.23723724    0.04043776
   -7.19719720    0.04101890
   -7.15715716    0.04160675
   -7.11711712    0.04220014
   -7.07707708    0.04279779
   -7.03703704    0.04339833
   -6.99699700    0.04400030
   -6.95695696    0.04460217
   -6.91691692    0.04520236
   -6.87687688    0.04579921
   -6.83683684    0.04639109
   -6.79679680    0.04697631
   -6.75675676    0.04755324
   -6.71671672    0.04812024
   -6.67667668    0.04867575
   -6.63663664    0.04921827
   -6.59659660    0.04974639
   -6.55655656    0.05025881
   -6.51651652    0.05075437
   -6.47647648    0.05123201
   -6.43643644    0.05169086
   -6.39639640    0.05213020
   -6.35635636    0.05254946
   -6.31631632    0.05294824
   -6.27627628    0.05332631
   -6.23623624    0.05368358
   -6.19619620    0.05402012
   -6.15615616    0.05433610
   -6.11611612    0.05463181
   -6.07607608    0.05490763
   -6.03603604    0.05516401
   -5.99599600    0.05540141
   -5.95595596    0.05562033
   -5.91591592    0.05582128
   -5.87587588    0.05600470
   -5.83583584    0.05617104
   -5.79579580    0.05632067
   -5.75575576    0.05645393
   -5.71571572    0.05657106
   -5.67567568    0.05667228
   -5.63563564    0.05675776
   -5.59559560    0.05682761
   -5.55555556    0.05688194
   -5.51551552    0.05692085
   -5.47547548    0.05694446
   -5.43543544    0.05695292
   -5.39539540    0.05694647
   -5.35535536    0.05692538
   -5.31531532    0.05689004
   -5.27527528    0.05684095
   -5.23523524    0.05677870
   -5.19519520    0.05670403
   -5.15515516    0.05661776
   -5.11511512    0.05652084
   -5.07507508    0.05641429
   -5.03503504    0.05629923
   -4.99499499    0.05617682
   -4.95495495    0.05604826
   -4.91491491    0.05591476
   -4.87487487    0.05577750
   -4.83483483    0.05563762
   -4.79479479    0.05549618
   -4.75475475    0.05535413
   -4.71471471    0.05521233
   -4.67467467    0.05507148
   -4.63463463    0.05493211
   -4.59459459    0.05479462
   -4.55455455    0.05465921
   -4.51451451    0.05452593
   -4.47447447    0.05439464
   -4.43443443    0.05426506
   -4.39439439    0.05413674
   -4.35435435    0.05400913
   -4.31431431    0.05388154
   -4.27427427    0.05375322
   -4.23423423    0.05362334
   -4.19419419    0.05349104
   -4.15415415    0.05335546
   -4.11411411    0.05321576
   -4.07407407    0.05307114
   -4.03403403    0.05292089
   -3.99399399    0.05276435
   -3.95395395    0.05260100
   -3.91391391    0.05243043
   -3.87387387    0.05225235
   -3.83383383    0.05206658
   -3.79379379    0.05187308
   -3.75375375    0.05167192
   -3.71371371    0.05146327
   -3.67367367    0.05124739
   -3.63363363    0.05102459
   -3.59359359    0.05079524
   -3.55355355    0.05055971
   -3.51351351    0.05031840
   -3.47347347    0.05007167
   -3.43343343    0.04981983
   -3.39339339    0.04956316
   -3.35335335    0.04930183
   -3.31331331    0.04903598
   -3.27327327    0.04876561
   -3.23323323    0.04849068
   -3.19319319    0.04821102
   -3.15315315    0.04792643
   -3.11311311    0.04763661
   -3.07307307    0.04734123
   -3.03303303    0.04703992
   -2.99299299    0.04673232
   -2.95295295    0.04641804
   -2.91291291    0.04609678
   -2.87287287    0.04576825
   -2.83283283    0.04543226
   -2.79279279    0.04508870
   -2.75275275    0.04473758
   -2.71271271    0.04437904
   -2.67267267    0.04401334
   -2.63263263    0.04364089
   -2.59259259    0.04326222
   -2.55255255    0.04287801
   -2.51251251    0.04248906
   -2.47247247    0.04209627
   -2.43243243    0.04170069
   -2.39239239    0.04130340
   -2.35235235    0.04090559
   -2.31231231    0.04050848
   -2.27227227    0.04011335
   -2.23223223    0.03972146
   -2.19219219    0.03933409
   -2.15215215    0.03895250
   -2.11211211    0.03857792
   -2.07207207    0.03821152
   -2.03203203    0.03785442
   -1.99199199    0.03750768
   -1.95195195    0.03717228
   -1.91191191    0.03684913
   -1.87187187    0.03653903
   -1.83183183    0.03624273
   -1.79179179    0.03596088
   -1.75175175    0.03569403
   -1.71171171    0.03544267
   -1.67167167    0.03520721
   -1.63163163    0.03498795
   -1.59159159    0.03478517
   -1.55155155    0.03459903
   -1.51151151    0.03442966
   -1.47147147    0.03427714
   -1.43143143    0.03414146
   -1.39139139    0.03402260
   -1.35135135    0.03392049
   -1.31131131    0.03383503
   -1.27127127    0.03376607
   -1.23123123    0.03371347
   -1.19119119    0.03367703
   -1.15115115    0.03365659
   -1.11111111    0.03365192
   -1.07107107    0.03366282
   -1.03103103    0.03368907
   -0.99099099    0.03373044
   -0.95095095    0.03378670
   -0.91091091    0.03385759
   -0.87087087    0.03394286
   -0.83083083    0.03404223
   -0.79079079    0.03415540
   -0.75075075    0.03428204
   -0.71071071    0.03442177
   -0.67067067    0.03457419
   -0.63063063    0.03473883
   -0.59059059    0.03491514
   -0.55055055    0.03510253
   -0.51051051    0.03530030
   -0.47047047    0.03550768
   -0.43043043    0.03572379
   -0.39039039    0.03594764
   -0.35035035    0.03617815
   -0.31031031    0.03641411
   -0.27027027    0.03665420
   -0.23023023    0.03689698
   -0.19019019    0.03714093
   -0.15015015    0.03738440
   -0.11011011    0.03762566
   -0.07007007    0.03786291
   -0.03003003    0.03809428
    0.01001001    0.03831787
    0.05005005    0.03853177
    0.09009009    0.03873406
    0.13013013    0.03892287
    0.17017017    0.03909642
    0.21021021    0.03925300
    0.25025025    0.03939104
    0.29029029    0.03950913
    0.33033033    0.03960606
    0.37037037    0.03968082
    0.41041041    0.03973264
    0.45045045    0.03976099
    0.49049049    0.03976562
    0.53053053    0.03974654
    0.57057057    0.03970403
    0.61061061    0.03963864
    0.65065065    0.03955116
    0.69069069    0.03944262
    0.73073073    0.03931428
    0.77077077    0.03916757
    0.81081081    0.03900409
    0.85085085    0.03882557
    0.89089089    0.03863386
    0.93093093    0.03843086
    0.97097097    0.03821853
    1.01101101    0.03799881
    1.05105105    0.03777368
    1.09109109    0.03754502
    1.13113113    0.03731471
    1.17117117    0.03708452
    1.21121121    0.03685613
    1.25125125    0.03663113
    1.29129129    0.03641100
    1.33133133    0.03619709
    1.37137137    0.03599066
    1.41141141    0.03579281
    1.45145145    0.03560457
    1.49149149    0.03542683
    1.53153153    0.03526038
    1.57157157    0.03510593
    1.61161161    0.03496407
    1.65165165    0.03483535
    1.69169169    0.03472020
    1.73173173    0.03461904
    1.77177177    0.03453221
    1.81181181    0.03446001
    1.85185185    0.03440272
    1.89189189    0.03436058
    1.93193193    0.03433382
    1.97197197    0.03432266
    2.01201201    0.03432732
    2.05205205    0.03434799
    2.09209209    0.03438488
    2.13213213    0.03443820
    2.17217217    0.03450815
    2.21221221    0.03459491
    2.25225225    0.03469867
    2.29229229    0.03481959
    2.33233233    0.03495783
    2.37237237    0.03511350
    2.41241241    0.03528667
    2.45245245    0.03547739
    2.49249249    0.03568563
    2.53253253    0.03591130
    2.57257257    0.03615424
    2.61261261    0.03641420
    2.65265265    0.03669084
    2.69269269    0.03698370
    2.73273273    0.03729221
    2.77277277    0.03761568
    2.81281281    0.03795327
    2.85285285    0.03830401
    2.89289289    0.03866675
    2.93293293    0.03904022
    2.97297297    0.03942296
    3.01301301    0.03981334
    3.05305305    0.04020960
    3.09309309    0.04060978
    3.13313313    0.04101177
    3.17317317    0.04141331
    3.21321321    0.04181203
    3.25325325    0.04220540
    3.29329329    0.04259082
    3.33333333    0.04296559
    3.37337337    0.04332699
    3.41341341    0.04367227
    3.45345345    0.04399871
    3.49349349    0.04430363
    3.53353353    0.04458448
    3.57357357    0.04483883
    3.61361361    0.04506443
    3.65365365    0.04525926
    3.69369369    0.04542156
    3.73373373    0.04554984
    3.77377377    0.04564294
    3.81381381    0.04570001
    3.85385385    0.04572057
    3.89389389    0.04570448
    3.93393393    0.04565195
    3.97397397    0.04556353
    4.01401401    0.04544008
