{\rtf1\ansi\ansicpg1252\cocoartf2639
\cocoatextscaling0\cocoaplatform0{\fonttbl\f0\fnil\fcharset0 Menlo-Regular;}
{\colortbl;\red255\green255\blue255;\red0\green0\blue0;}
{\*\expandedcolortbl;;\csgray\c0;}
\margl1440\margr1440\vieww11520\viewh8400\viewkind0
\pard\tx560\tx1120\tx1680\tx2240\tx2800\tx3360\tx3920\tx4480\tx5040\tx5600\tx6160\tx6720\pardirnatural\partightenfactor0

\f0\fs22 \cf2 \CocoaLigature0 # Final state angular momentum:   1\
# Broadening parameter (in eV):    0.800\
# Absorbing atom type (xiabs):   1\
# Energy (eV)   sigma\
  -10.00000000    0.01681989\
   -9.91983968    0.01680509\
   -9.83967936    0.01674937\
   -9.75951904    0.01665861\
   -9.67935872    0.01655119\
   -9.59919840    0.01645317\
   -9.51903808    0.01639265\
   -9.43887776    0.01639493\
   -9.35871743    0.01647956\
   -9.27855711    0.01665864\
   -9.19839679    0.01693590\
   -9.11823647    0.01730572\
   -9.03807615    0.01775199\
   -8.95791583    0.01824721\
   -8.87775551    0.01875282\
   -8.79759519    0.01922192\
   -8.71743487    0.01960541\
   -8.63727455    0.01986091\
   -8.55711423    0.01996218\
   -8.47695391    0.01990516\
   -8.39679359    0.01970795\
   -8.31663327    0.01940472\
   -8.23647295    0.01903658\
   -8.15631263    0.01864351\
   -8.07615230    0.01825963\
   -7.99599198    0.01791213\
   -7.91583166    0.01762255\
   -7.83567134    0.01740838\
   -7.75551102    0.01728416\
   -7.67535070    0.01726171\
   -7.59519038    0.01734984\
   -7.51503006    0.01755402\
   -7.43486974    0.01787608\
   -7.35470942    0.01831395\
   -7.27454910    0.01886145\
   -7.19438878    0.01950768\
   -7.11422846    0.02023614\
   -7.03406814    0.02102341\
   -6.95390782    0.02183813\
   -6.87374749    0.02264137\
   -6.79358717    0.02338995\
   -6.71342685    0.02404330\
   -6.63326653    0.02457237\
   -6.55310621    0.02496734\
   -6.47294589    0.02524015\
   -6.39278557    0.02542030\
   -6.31262525    0.02554587\
   -6.23246493    0.02565373\
   -6.15230461    0.02577312\
   -6.07214429    0.02592440\
   -5.99198397    0.02612221\
   -5.91182365    0.02638089\
   -5.83166333    0.02671883\
   -5.75150301    0.02715982\
   -5.67134269    0.02773097\
   -5.59118236    0.02845828\
   -5.51102204    0.02936147\
   -5.43086172    0.03044939\
   -5.35070140    0.03171623\
   -5.27054108    0.03313916\
   -5.19038076    0.03467771\
   -5.11022044    0.03627606\
   -5.03006012    0.03786882\
   -4.94989980    0.03938990\
   -4.86973948    0.04078235\
   -4.78957916    0.04200670\
   -4.70941884    0.04304597\
   -4.62925852    0.04390738\
   -4.54909820    0.04462076\
   -4.46893788    0.04523268\
   -4.38877756    0.04579531\
   -4.30861723    0.04635072\
   -4.22845691    0.04691424\
   -4.14829659    0.04746197\
   -4.06813627    0.04792728\
   -3.98797595    0.04820952\
   -3.90781563    0.04819544\
   -3.82765531    0.04778898\
   -3.74749499    0.04694020\
   -3.66733467    0.04566192\
   -3.58717435    0.04402745\
   -3.50701403    0.04215149\
   -3.42685371    0.04016375\
   -3.34669339    0.03818562\
   -3.26653307    0.03631597\
   -3.18637275    0.03462640\
   -3.10621242    0.03316321\
   -3.02605210    0.03195256\
   -2.94589178    0.03100642\
   -2.86573146    0.03032772\
