#cls   1     0.500     -0.0388058 C01
#cls   2     1.000     -0.2514931 C02
#cls   3     1.000      0.2708960 C03
     -0.7500000      0.4288888      0.0601109      0.3099486      0.0588293
     -0.7000000      0.5610971      0.0709291      0.4253661      0.0648020
     -0.6500000      0.7522850      0.0863209      0.5942270      0.0717371
     -0.6000000      1.0203676      0.1091404      0.8313440      0.0798832
     -0.5500000      1.3812541      0.1436778      1.1479595      0.0896168
     -0.5000000      1.8447854      0.1958140      1.5474176      0.1015538
     -0.4500000      2.4101154      0.2727366      2.0206235      0.1167554
     -0.4000000      3.0590838      0.3819965      2.5400069      0.1370804
     -0.3500000      3.7432790      0.5298650      3.0476927      0.1657213
     -0.3000000      4.3671606      0.7192271      3.4400292      0.2079043
     -0.2500000      4.8050694      0.9473430      3.5861165      0.2716098
     -0.2000000      4.9934538      1.2031728      3.4222886      0.3679924
     -0.1500000      4.9927767      1.4624111      3.0193433      0.5110223
     -0.1000000      4.9038221      1.6793994      2.5085460      0.7158767
     -0.0500000      4.7756679      1.7890843      1.9906776      0.9959061
      0.0000000      4.6255281      1.7456603      1.5213257      1.3585421
      0.0500000      4.4959994      1.5684439      1.1267063      1.8008492
      0.1000000      4.4405259      1.3209676      0.8150325      2.3045258
      0.1500000      4.4691576      1.0595288      0.5823632      2.8272655
      0.2000000      4.5212604      0.8170063      0.4171249      3.2871292
      0.2500000      4.4721661      0.6095323      0.3044165      3.5582173
      0.3000000      4.2049350      0.4431578      0.2295287      3.5322484
      0.3500000      3.7182361      0.3172351      0.1801122      3.2208888
      0.4000000      3.1166872      0.2267352      0.1469734      2.7429786
      0.4500000      2.5073589      0.1644410      0.1238953      2.2190226
      0.5000000      1.9531393      0.1228418      0.1069856      1.7233120
      0.5500000      1.4826533      0.0954009      0.0939419      1.2933105
      0.6000000      1.1049242      0.0771148      0.0834450      0.9443644
      0.6500000      0.8166576      0.0645231      0.0747375      0.6773970
      0.7000000      0.6064898      0.0554201      0.0673673      0.4837023
      0.7500000      0.4588995      0.0484854      0.0610452      0.3493689
      0.8000000      0.3577751      0.0429580      0.0555710      0.2592461
      0.8500000      0.2889529      0.0384030      0.0507965      0.1997534
      0.9000000      0.2414312      0.0345643      0.0466070      0.1602599
      0.9500000      0.2074713      0.0312812      0.0429109      0.1332792
      1.0000000      0.1820495      0.0284443      0.0396343      0.1139709
      1.0500000      0.1620966      0.0259743      0.0367164      0.0994060
      1.1000000      0.1458053      0.0238100      0.0341071      0.0878882
      1.1500000      0.1321169      0.0219032      0.0317646      0.0784492
      1.2000000      0.1203920      0.0202148      0.0296539      0.0705233
      1.2500000      0.1102194      0.0187129      0.0277457      0.0637608
      1.3000000      0.1013140      0.0173712      0.0260149      0.0579278
      1.3500000      0.0934642      0.0161679      0.0244404      0.0528559
      1.4000000      0.0865056      0.0150846      0.0230040      0.0484170
      1.4500000      0.0803061      0.0141061      0.0216900      0.0445100
      1.5000000      0.0747581      0.0132193      0.0204851      0.0410538
      1.5500000      0.0697725      0.0124131      0.0193774      0.0379821
      1.6000000      0.0652752      0.0116782      0.0183568      0.0352402
      1.6500000      0.0612038      0.0110063      0.0174146      0.0327829
      1.7000000      0.0575057      0.0103906      0.0165428      0.0305724
      1.7500000      0.0541364      0.0098249      0.0157346      0.0285768
      1.8000000      0.0510576      0.0093040      0.0149841      0.0267694
      1.8500000      0.0482367      0.0088233      0.0142859      0.0251274
      1.9000000      0.0456453      0.0083789      0.0136353      0.0236312
      1.9500000      0.0432591      0.0079670      0.0130279      0.0222642
      2.0000000      0.0410569      0.0075847      0.0124602      0.0210119
      2.0500000      0.0390199      0.0072292      0.0119287      0.0198620
      2.1000000      0.0371321      0.0068981      0.0114304      0.0188036
      2.1500000      0.0353791      0.0065891      0.0109627      0.0178273
      2.2000000      0.0337482      0.0063004      0.0105230      0.0169249
      2.2500000      0.0322283      0.0060302      0.0101091      0.0160890
      2.3000000      0.0308096      0.0057769      0.0097192      0.0153134
      2.3500000      0.0294831      0.0055393      0.0093514      0.0145924
      2.4000000      0.0282410      0.0053160      0.0090040      0.0139210
      2.4500000      0.0270763      0.0051059      0.0086756      0.0132948
      2.5000000      0.0259825      0.0049080      0.0083648      0.0127098
      2.5500000      0.0249541      0.0047214      0.0080704      0.0121624
      2.6000000      0.0239860      0.0045451      0.0077912      0.0116496
      2.6500000      0.0230733      0.0043786      0.0075262      0.0111685
      2.7000000      0.0222121      0.0042210      0.0072746      0.0107165
      2.7500000      0.0213984      0.0040718      0.0070353      0.0102914
      2.8000000      0.0206289      0.0039303      0.0068076      0.0098910
      2.8500000      0.0199003      0.0037961      0.0065908      0.0095135
      2.9000000      0.0192099      0.0036686      0.0063841      0.0091571
      2.9500000      0.0185549      0.0035474      0.0061870      0.0088204
      3.0000000      0.0179330      0.0034322      0.0059989      0.0085019
      3.0500000      0.0173419      0.0033224      0.0058193      0.0082003
      3.1000000      0.0167797      0.0032178      0.0056475      0.0079144
      3.1500000      0.0162446      0.0031181      0.0054833      0.0076432
      3.2000000      0.0157347      0.0030229      0.0053261      0.0073857
      3.2500000      0.0152486      0.0029320      0.0051756      0.0071409
      3.3000000      0.0147847      0.0028452      0.0050313      0.0069082
      3.3500000      0.0143417      0.0027621      0.0048930      0.0066866
      3.4000000      0.0139185      0.0026827      0.0047603      0.0064754
      3.4500000      0.0135137      0.0026066      0.0046330      0.0062742
      3.5000000      0.0131264      0.0025337      0.0045107      0.0060821
      3.5500000      0.0127556      0.0024638      0.0043931      0.0058987
      3.6000000      0.0124003      0.0023967      0.0042801      0.0057235
      3.6500000      0.0120597      0.0023324      0.0041714      0.0055559
      3.7000000      0.0117330      0.0022706      0.0040667      0.0053957
      3.7500000      0.0114194      0.0022112      0.0039660      0.0052422
      3.8000000      0.0111183      0.0021542      0.0038689      0.0050952
      3.8500000      0.0108289      0.0020993      0.0037754      0.0049542
      3.9000000      0.0105508      0.0020465      0.0036852      0.0048191
      3.9500000      0.0102832      0.0019956      0.0035982      0.0046894
      4.0000000      0.0100257      0.0019466      0.0035143      0.0045648
      4.0500000      0.0097778      0.0018994      0.0034332      0.0044452
      4.1000000      0.0095390      0.0018539      0.0033550      0.0043301
      4.1500000      0.0093089      0.0018100      0.0032793      0.0042195
      4.2000000      0.0090870      0.0017677      0.0032062      0.0041131
      4.2500000      0.0088729      0.0017268      0.0031355      0.0040106
      4.3000000      0.0086664      0.0016873      0.0030671      0.0039120
      4.3500000      0.0084670      0.0016491      0.0030010      0.0038169
      4.4000000      0.0082744      0.0016123      0.0029369      0.0037252
      4.4500000      0.0080883      0.0015766      0.0028749      0.0036368
      4.5000000      0.0079085      0.0015421      0.0028148      0.0035515
      4.5500000      0.0077346      0.0015088      0.0027566      0.0034692
      4.6000000      0.0075663      0.0014765      0.0027002      0.0033897
      4.6500000      0.0074036      0.0014452      0.0026455      0.0033129
      4.7000000      0.0072460      0.0014149      0.0025924      0.0032386
      4.7500000      0.0070934      0.0013856      0.0025409      0.0031669
      4.8000000      0.0069456      0.0013572      0.0024909      0.0030975
      4.8500000      0.0068023      0.0013296      0.0024424      0.0030303
      4.9000000      0.0066635      0.0013029      0.0023953      0.0029654
      4.9500000      0.0065289      0.0012769      0.0023495      0.0029024
      5.0000000      0.0063983      0.0012517      0.0023051      0.0028415
