# Final state angular momentum:   1
# Broadening parameter (in eV):    1.000
# Absorbing atom type (xiabs):   2
# Energy (eV)   sigma
  -10.00000000    0.00651946
   -9.95995996    0.00663770
   -9.91991992    0.00675744
   -9.87987988    0.00687851
   -9.83983984    0.00700075
   -9.79979980    0.00712402
   -9.75975976    0.00724820
   -9.71971972    0.00737323
   -9.67967968    0.00749908
   -9.63963964    0.00762579
   -9.59959960    0.00775344
   -9.55955956    0.00788221
   -9.51951952    0.00801231
   -9.47947948    0.00814404
   -9.43943944    0.00827777
   -9.39939940    0.00841390
   -9.35935936    0.00855288
   -9.31931932    0.00869521
   -9.27927928    0.00884142
   -9.23923924    0.00899204
   -9.19919920    0.00914764
   -9.15915916    0.00930876
   -9.11911912    0.00947598
   -9.07907908    0.00964984
   -9.03903904    0.00983091
   -8.99899900    0.01001971
   -8.95895896    0.01021680
   -8.91891892    0.01042270
   -8.87887888    0.01063795
   -8.83883884    0.01086309
   -8.79879880    0.01109864
   -8.75875876    0.01134514
   -8.71871872    0.01160317
   -8.67867868    0.01187326
   -8.63863864    0.01215602
   -8.59859860    0.01245204
   -8.55855856    0.01276193
   -8.51851852    0.01308636
   -8.47847848    0.01342600
   -8.43843844    0.01378154
   -8.39839840    0.01415373
   -8.35835836    0.01454333
   -8.31831832    0.01495114
   -8.27827828    0.01537800
   -8.23823824    0.01582478
   -8.19819820    0.01629236
   -8.15815816    0.01678169
   -8.11811812    0.01729372
   -8.07807808    0.01782944
   -8.03803804    0.01838983
   -7.99799800    0.01897592
   -7.95795796    0.01958872
   -7.91791792    0.02022925
   -7.87787788    0.02089850
   -7.83783784    0.02159745
   -7.79779780    0.02232702
   -7.75775776    0.02308809
   -7.71771772    0.02388145
   -7.67767768    0.02470783
   -7.63763764    0.02556782
   -7.59759760    0.02646191
   -7.55755756    0.02739044
   -7.51751752    0.02835358
   -7.47747748    0.02935133
   -7.43743744    0.03038350
   -7.39739740    0.03144967
   -7.35735736    0.03254919
   -7.31731732    0.03368114
   -7.27727728    0.03484431
   -7.23723724    0.03603717
   -7.19719720    0.03725781
   -7.15715716    0.03850392
   -7.11711712    0.03977272
   -7.07707708    0.04106093
   -7.03703704    0.04236467
   -6.99699700    0.04367949
   -6.95695696    0.04500026
   -6.91691692    0.04632121
   -6.87687688    0.04763591
   -6.83683684    0.04893734
   -6.79679680    0.05021792
   -6.75675676    0.05146962
   -6.71671672    0.05268410
   -6.67667668    0.05385285
   -6.63663664    0.05496732
